is_duplicate,test_id
0.963547646999,11148
0.961608350277,1968
0.964790582657,2800
0.961881160736,1449
0.966272175312,3419
0.962970137596,1799
0.963782310486,2668
0.96175467968,10412
0.963780641556,8043
0.962964057922,319
0.963320016861,11813
0.962232351303,5612
0.965128660202,12821
0.96228313446,6773
0.963129580021,12340
0.963566422462,4933
0.961318433285,9515
0.961655318737,10740
0.963697254658,1492
0.962743759155,3762
0.961238384247,5400
0.96456515789,11814
0.962426424026,2289
0.963314056396,11402
0.963353991508,432
0.963113725185,10838
0.961270332336,2880
0.961862325668,1337
0.96381187439,2679
0.962933659554,9167
0.963718652725,12203
0.961457192898,1682
0.964881598949,10728
0.963482022285,4515
0.961707472801,1908
0.963254630566,10817
0.961765348911,12295
0.964202523232,10614
0.963175237179,6159
0.964539945126,11973
0.964227557182,4859
0.963060557842,5222
0.963609933853,12080
0.96233355999,367
0.962894499302,4452
0.9603703022,5558
0.962917387486,2502
0.963361144066,2981
0.962723910809,11704
0.961583673954,437
0.964014470577,10013
0.961872458458,9525
0.999697566032,6299
0.962699890137,6834
0.964821875095,5262
0.962645769119,3607
0.964437961578,9354
0.963129758835,8511
0.974982023239,7320
0.96299135685,8907
0.96329754591,5302
0.963185429573,1506
0.96269595623,9542
0.963850736618,7970
0.962863564491,8846
0.961931467056,7696
0.963798463345,8274
0.963654458523,12624
0.963678002357,6181
0.962608456612,110
0.963593661785,3877
0.962495148182,2282
0.963098287582,4005
0.964045286179,11095
0.962546467781,363
0.963195681572,1117
0.963775873184,1193
0.967082858086,1010
0.963992655277,2684
0.964851915836,5345
0.962921142578,5534
0.963489949703,9402
0.962921142578,5520
0.966168165207,3406
0.962835252285,11031
0.963095724583,9286
0.964092671871,6187
0.963383376598,7521
0.961862623692,11416
0.962168037891,11110
0.964006066322,3621
0.963795363903,3644
0.963682234287,434
0.964058101177,129
0.963821053505,3973
0.96352237463,2970
0.961005568504,2386
0.963809907436,8507
0.963230848312,8890
0.959948301315,3272
0.962629199028,1847
0.962958157063,9483
0.962951123714,5896
0.962697684765,5247
0.96258866787,10849
0.96156591177,8367
0.962478756905,8591
0.962899029255,4080
0.963238358498,10582
0.96143245697,8211
0.963207960129,12215
0.962492465973,8183
0.962823033333,12263
0.964450359344,4614
0.963128089905,9144
0.962932288647,12089
0.963993310928,10291
0.96306937933,12352
0.962699472904,6949
0.963724732399,901
0.962880909443,10341
0.962121546268,10937
0.962217271328,4186
0.965744554996,5016
0.96263718605,7939
0.962081313133,3968
0.963107526302,11262
0.963379502296,1227
0.961914360523,2439
0.961347281933,9358
0.962633728981,11875
0.96291077137,11196
0.962242543697,3589
0.964448034763,702
0.962143957615,12105
0.958833694458,5576
0.96211463213,7769
0.963394582272,12769
0.963385045528,11062
0.964437961578,9392
0.963102698326,111
0.962279498577,10687
0.964784026146,3049
0.963956832886,6594
0.964263558388,10410
0.965105235577,12075
0.963592112064,9502
0.962588250637,8997
0.962881147861,10116
0.962330579758,4210
0.96328407526,612
0.961865603924,1375
0.964067518711,4547
0.963791489601,68
0.960986077785,11524
0.962507247925,5947
0.964331507683,11894
0.962141633034,1945
0.965268969536,1901
0.963723838329,1508
0.965812504292,2297
0.963072180748,2320
0.963216602802,3122
0.960346579552,3342
0.96193665266,11241
0.96508449316,3846
0.96397548914,833
0.962341845036,4843
0.963550925255,11268
0.96340918541,12364
0.965324282646,11909
0.961303472519,10787
0.961592257023,10320
0.965155541897,1684
0.962149500847,8604
0.964258670807,3292
0.962206423283,10173
0.962430417538,7255
0.963860690594,6874
0.960954248905,75
0.961048603058,404
0.962312161922,7987
0.962918043137,2567
0.964050710201,7193
0.962283909321,5026
0.962981045246,9209
0.963762700558,8533
0.964018464088,1320
0.962374329567,6534
0.963924705982,4356
0.962210834026,8446
0.96344602108,11003
0.961278021336,9766
0.963203966618,1222
0.963649809361,9218
0.962643802166,11456
0.9635835886,5009
0.962893843651,10444
0.964791238308,6728
0.963837265968,3129
0.963074624538,1436
0.964028954506,11312
0.963603198528,2302
0.964428961277,6211
0.96197193861,4370
0.963417053223,11693
0.962528288364,12967
0.96407097578,7666
0.960950732231,12409
0.962164461613,3893
0.962946236134,1125
0.964604735374,12456
0.963548481464,10636
0.96260535717,8501
0.96384036541,2387
0.963713884354,11100
0.960457921028,5675
0.962975859642,3533
0.962835252285,11011
0.964850366116,2231
0.961900830269,6482
0.961413443089,2637
0.965276479721,7726
0.964069187641,11567
